species,label,requirement,joint_prob,threshold,pass
Campanula barbata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Campanula glomerata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Campanula persicifolia,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Campanula rapunculus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Campanula rotundifolia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Campanula scheuchzeri,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Campanula sibirica,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Campanula spicata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Campanula trachelium,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cannabis sativa,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Capsella bursa-pastoris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cardamine bellidifolia,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cardamine bulbifera,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cardamine enneaphyllos,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cardamine heptaphylla,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cardamine hirsuta,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carduus acanthoides,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carduus defloratus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carduus nutans,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex acuta,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carex acutiformis,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Carex alba,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex aquatilis,ShadeWetAcidic,"L=low,M=high,R=low",2.5e-4,0.6,FALSE
Carex arenaria,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex atrata,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex atrofusca,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carex bigelowii,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex binervis,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex brizoides,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex canescens,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex caryophyllea,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex curvula,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carex digitata,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex elata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carex flacca,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carex flava,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex halleriana,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex hirta,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carex humilis,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex lasiocarpa,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex montana,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex nigra,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex pallescens,ShadeWetAcidic,"L=low,M=high,R=low",2.5e-4,0.6,FALSE
Carex panicea,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex paniculata,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Carex pilulifera,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex remota,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex riparia,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Carex rostrata,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carex saxatilis,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex sempervirens,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex sylvatica,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex umbrosa,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex vaginata,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex vesicaria,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Carex vulpinoidea,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Carlina acaulis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carlina vulgaris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Carpinus betulus,ShadeWetAcidic,"L=low,M=high,R=low",5e-4,0.6,FALSE
Carum carvi,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Castanea sativa,ShadeWetAcidic,"L=low,M=high,R=low",3e-4,0.6,FALSE
Catalpa speciosa,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Catananche caerulea,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Catapodium rigidum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cedrus deodara,ShadeWetAcidic,"L=low,M=high,R=low",0.0011,0.6,FALSE
Celtis australis,ShadeWetAcidic,"L=low,M=high,R=low",1.5e-4,0.6,FALSE
Celtis occidentalis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Centaurea aspera,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Centaurea diffusa,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Centaurea jacea,ShadeWetAcidic,"L=low,M=high,R=low",3e-4,0.6,FALSE
Centaurea nigra,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Centaurea nigrescens,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Centaurea pectinata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Centaurea rhaetica,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Centaurea scabiosa,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Centaurium erythraea,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cerastium arvense,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cerastium fontanum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cerastium fontanum subsp. vulgare,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cerastium glomeratum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cerastium pumilum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cerastium purpurascens,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cerastium semidecandrum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Ceratocarpus arenarius,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Ceratonia siliqua,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Ceratophyllum demersum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cerinthe minor,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Chaerophyllum hirsutum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Chaerophyllum roseum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cheirolophus sempervirens,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Chelidonium majus,ShadeWetAcidic,"L=low,M=high,R=low",1.5e-4,0.6,FALSE
Chenopodium album,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Chenopodium bonus-henricus,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Chondrilla juncea,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Chrysopogon gryllus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Chrysosplenium alternifolium,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Chrysosplenium oppositifolium,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cichorium intybus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Circaea alpina,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Circaea lutetiana,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cirsium arvense,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cirsium dissectum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cirsium heterophyllum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cirsium oleraceum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cirsium palustre,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cirsium pannonicum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cirsium vulgare,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cladium mariscus,ShadeWetAcidic,"L=low,M=high,R=low",3e-4,0.6,FALSE
Clinopodium nepeta,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Clinopodium vulgare,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Comarum palustre,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Conium maculatum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Conopodium majus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Convallaria majalis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Convolvulus arvensis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Coreopsis tinctoria,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cornus sanguinea,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Cornus sericea,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cornus suecica,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Coronilla coronata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Coronilla minima,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Coronilla vaginalis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Corylus avellana,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Corynephorus canescens,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cota tinctoria,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Crataegus monogyna,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Crepis biennis,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Crepis capillaris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Crepis foetida,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Crepis froelichiana,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Crepis paludosa,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Crepis pyrenaica,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Crepis tectorum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Crepis vesicaria,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cruciata glabra,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Cruciata laevipes,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cryptomeria japonica,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cupressus sempervirens,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Cyclamen purpurascens,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Cynodon dactylon,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Cynosurus cristatus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Cytisus scoparius,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Dactylis glomerata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Danthonia decumbens,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Datura stramonium,ShadeWetAcidic,"L=low,M=high,R=low",1.5e-4,0.6,FALSE
Daucus carota,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Deschampsia cespitosa,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Descurainia sophia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Dianthus armeria,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Dianthus chinensis,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Dianthus seguieri,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Dianthus sylvestris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Diapensia lapponica,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Dictamnus albus,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Digitalis grandiflora,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Digitalis purpurea,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Digitaria sanguinalis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Dipsacus fullonum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Draba hispida,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Drosera rotundifolia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Echinochloa crus-galli,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Echinops ritro,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Echium plantagineum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Echium vulgare,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Elaeagnus angustifolia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eleocharis palustris,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Eleusine indica,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Elymus athericus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Elymus caninus,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Elymus repens,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Epilobium angustifolium,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Epilobium brachycarpum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Epilobium fleischeri,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Epilobium hirsutum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Epilobium palustre,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Epilobium parviflorum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Epipactis atrorubens,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Epipactis helleborine,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Equisetum arvense,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Equisetum fluviatile,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Equisetum palustre,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Equisetum sylvaticum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eragrostis cilianensis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eragrostis mexicana,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eragrostis minor,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erica tetralix,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erigeron alpinus,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Erigeron annuus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erigeron canadensis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erigeron karvinskianus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erigeron strigosus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erigeron uniflorus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eriobotrya japonica,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Eriophorum angustifolium,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eriophorum vaginatum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Erodium cicutarium,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erodium glaucophyllum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eruca vesicaria,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eryngium campestre,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Erythronium dens-canis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Eucalyptus camaldulensis,ShadeWetAcidic,"L=low,M=high,R=low",0.00165,0.6,FALSE
Eucalyptus viminalis,ShadeWetAcidic,"L=low,M=high,R=low",0.0013,0.6,FALSE
Euonymus europaeus,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Eupatorium cannabinum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia amygdaloides,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia cyparissias,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Euphorbia dulcis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia falcata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia flavicoma,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia helioscopia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia maculata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia nutans,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia peplus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphorbia variabilis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphrasia frigida,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euphrasia minima,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Euthamia graminifolia,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Fagus sylvatica,ShadeWetAcidic,"L=low,M=high,R=low",2.5e-4,0.6,FALSE
Fallopia convolvulus,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Festuca altissima,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Festuca filiformis,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Festuca halleri,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Festuca heterophylla,ShadeWetAcidic,"L=low,M=high,R=low",1.5e-4,0.6,FALSE
Festuca nigrescens,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Festuca ovina,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Festuca rubra,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Festuca varia,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Filipendula ulmaria,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Filipendula vulgaris,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Fragaria vesca,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Fragaria virginiana,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Fragaria viridis,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Frangula alnus,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Fraxinus angustifolia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Fraxinus excelsior,ShadeWetAcidic,"L=low,M=high,R=low",1.5e-4,0.6,FALSE
Fraxinus mandshurica,ShadeWetAcidic,"L=low,M=high,R=low",9e-4,0.6,FALSE
Fraxinus pennsylvanica,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Fumana thymifolia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Fumaria officinalis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gagea serotina,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galatella linosyris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galeopsis segetum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galeopsis speciosa,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Galeopsis tetrahit,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Galinsoga quadriradiata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galium aparine,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galium boreale,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Galium lucidum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Galium lucidum subsp. corrudifolium,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galium mollugo,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galium odoratum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galium saxatile,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Galium sylvaticum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Galium uliginosum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Galium verum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Genista hispanica,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Genista tinctoria,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gentiana acaulis,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Gentiana asclepiadea,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Gentiana clusii,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Gentiana lutea,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Gentiana punctata,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gentiana purpurea,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gentiana verna,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gentianella amarella,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gentianella campestris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geranium molle,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geranium nodosum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Geranium pratense,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geranium robertianum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geranium rotundifolium,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geranium sanguineum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geranium sylvaticum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geum montanum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Geum reptans,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Geum rivale,ShadeWetAcidic,"L=low,M=high,R=low",1.5e-4,0.6,FALSE
Geum urbanum,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Gladiolus palustris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Glechoma hederacea,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gleditsia triacanthos,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Globularia cordifolia,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Globularia nudicaulis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Globularia vulgaris,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Glyceria fluitans,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Glyceria maxima,ShadeWetAcidic,"L=low,M=high,R=low",2e-4,0.6,FALSE
Gnaphalium supinum,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Gnaphalium sylvaticum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Groenlandia densa,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Gymnadenia conopsea,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Hedera helix,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Helianthemum apenninum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Helianthemum nummularium,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Helianthemum oelandicum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Helianthus annuus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Helianthus tuberosus,ShadeWetAcidic,"L=low,M=high,R=low",1e-4,0.6,FALSE
Helichrysum arenarium,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Helleborus foetidus,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Helleborus niger,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Hepatica nobilis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Heracleum sphondylium,ShadeWetAcidic,"L=low,M=high,R=low",5e-5,0.6,FALSE
Herniaria glabra,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Hesperis matronalis,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
Hieracium laevigatum,ShadeWetAcidic,"L=low,M=high,R=low",0,0.6,FALSE
