species,label,requirement,joint_prob,threshold,pass
Horminum pyrenaicum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Hottonia palustris,RichSoilSpecialist,"M=high,N=high",0.6274,0.6,TRUE
Hyacinthoides non-scripta,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Hydrocharis morsus-ranae,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Hydrocotyle vulgaris,RichSoilSpecialist,"M=high,N=high",0.34955,0.6,FALSE
Hyoscyamus niger,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Hyparrhenia hirta,RichSoilSpecialist,"M=high,N=high",0.05635,0.6,FALSE
Hypericum humifusum,RichSoilSpecialist,"M=high,N=high",0.02445,0.6,FALSE
Hypericum linarioides,RichSoilSpecialist,"M=high,N=high",0.11735,0.6,FALSE
Hypericum maculatum,RichSoilSpecialist,"M=high,N=high",0.634,0.6,TRUE
Hypericum montanum,RichSoilSpecialist,"M=high,N=high",0.6083,0.6,TRUE
Hypericum perforatum,RichSoilSpecialist,"M=high,N=high",0.503,0.6,FALSE
Hypochaeris radicata,RichSoilSpecialist,"M=high,N=high",0.6331,0.6,TRUE
Ilex aquifolium,RichSoilSpecialist,"M=high,N=high",0.26085,0.6,FALSE
Impatiens balfourii,RichSoilSpecialist,"M=high,N=high",0.06555,0.6,FALSE
Impatiens capensis,RichSoilSpecialist,"M=high,N=high",0.0877,0.6,FALSE
Impatiens noli-tangere,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Impatiens parviflora,RichSoilSpecialist,"M=high,N=high",0.20005,0.6,FALSE
Inula britannica,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Inula hirta,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Inula montana,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Iris pseudacorus,RichSoilSpecialist,"M=high,N=high",0.18895,0.6,FALSE
Jacobaea incana,RichSoilSpecialist,"M=high,N=high",0.0286,0.6,FALSE
Jacobaea vulgaris,RichSoilSpecialist,"M=high,N=high",0.5729,0.6,FALSE
Jasione montana,RichSoilSpecialist,"M=high,N=high",0.3522,0.6,FALSE
Juglans nigra,RichSoilSpecialist,"M=high,N=high",0.03995,0.6,FALSE
Juglans regia,RichSoilSpecialist,"M=high,N=high",0.0645,0.6,FALSE
Juncus articulatus,RichSoilSpecialist,"M=high,N=high",0.2979,0.6,FALSE
Juncus bufonius,RichSoilSpecialist,"M=high,N=high",0.2384,0.6,FALSE
Juncus bulbosus,RichSoilSpecialist,"M=high,N=high",0.06075,0.6,FALSE
Juncus effusus,RichSoilSpecialist,"M=high,N=high",0.14745,0.6,FALSE
Juncus filiformis,RichSoilSpecialist,"M=high,N=high",0.5498,0.6,FALSE
Juncus squarrosus,RichSoilSpecialist,"M=high,N=high",0.0053,0.6,FALSE
Juncus subnodulosus,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Juncus tenuis,RichSoilSpecialist,"M=high,N=high",0.57195,0.6,FALSE
Juniperus communis,RichSoilSpecialist,"M=high,N=high",0.00465,0.6,FALSE
Juniperus oxycedrus,RichSoilSpecialist,"M=high,N=high",0.00235,0.6,FALSE
Juniperus phoenicea,RichSoilSpecialist,"M=high,N=high",5e-5,0.6,FALSE
Juniperus virginiana,RichSoilSpecialist,"M=high,N=high",0.0661,0.6,FALSE
Kernera saxatilis,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Kickxia spuria,RichSoilSpecialist,"M=high,N=high",0.5926,0.6,FALSE
Knautia arvensis,RichSoilSpecialist,"M=high,N=high",0.45845,0.6,FALSE
Knautia drymeia,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Knautia transalpina,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Knautia velutina,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Koeleria glauca,RichSoilSpecialist,"M=high,N=high",0.0109,0.6,FALSE
Koeleria macrantha,RichSoilSpecialist,"M=high,N=high",0.18255,0.6,FALSE
Koeleria vallesiana,RichSoilSpecialist,"M=high,N=high",0.00405,0.6,FALSE
Lactuca serriola,RichSoilSpecialist,"M=high,N=high",0.4028,0.6,FALSE
Lactuca tatarica,RichSoilSpecialist,"M=high,N=high",0.6142,0.6,TRUE
Lamium album,RichSoilSpecialist,"M=high,N=high",0.23175,0.6,FALSE
Lamium amplexicaule,RichSoilSpecialist,"M=high,N=high",0.4862,0.6,FALSE
Lamium galeobdolon,RichSoilSpecialist,"M=high,N=high",0.35605,0.6,FALSE
Lamium maculatum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Lamium purpureum,RichSoilSpecialist,"M=high,N=high",0.5419,0.6,FALSE
Lantana camara,RichSoilSpecialist,"M=high,N=high",0.36355,0.6,FALSE
Laphangium luteoalbum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Lapsana communis,RichSoilSpecialist,"M=high,N=high",0.03975,0.6,FALSE
Larix decidua,RichSoilSpecialist,"M=high,N=high",0.65195,0.6,TRUE
Larix gmelinii,RichSoilSpecialist,"M=high,N=high",0.6362,0.6,TRUE
Larix kaempferi,RichSoilSpecialist,"M=high,N=high",0.519,0.6,FALSE
Larix laricina,RichSoilSpecialist,"M=high,N=high",0.7269,0.6,TRUE
Laserpitium latifolium,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Laserpitium nitidum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Lathyrus linifolius,RichSoilSpecialist,"M=high,N=high",0.04595,0.6,FALSE
Lathyrus pratensis,RichSoilSpecialist,"M=high,N=high",0.18405,0.6,FALSE
Lathyrus vernus,RichSoilSpecialist,"M=high,N=high",0.2338,0.6,FALSE
Laurus nobilis,RichSoilSpecialist,"M=high,N=high",0.13625,0.6,FALSE
Legousia speculum-veneris,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Leontodon hispidus,RichSoilSpecialist,"M=high,N=high",0.58185,0.6,FALSE
Lepidium densiflorum,RichSoilSpecialist,"M=high,N=high",0.56045,0.6,FALSE
Lepidium latifolium,RichSoilSpecialist,"M=high,N=high",0.0777,0.6,FALSE
Lepidium ruderale,RichSoilSpecialist,"M=high,N=high",0.39755,0.6,FALSE
Lepidium virginicum,RichSoilSpecialist,"M=high,N=high",0.41485,0.6,FALSE
Leucanthemopsis alpina,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Leucanthemum heterophyllum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Leucanthemum ircutianum,RichSoilSpecialist,"M=high,N=high",0.7157,0.6,TRUE
Leucanthemum vulgare,RichSoilSpecialist,"M=high,N=high",0.61035,0.6,TRUE
Leucojum vernum,RichSoilSpecialist,"M=high,N=high",0.1357,0.6,FALSE
Ligustrum lucidum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Ligustrum sinense,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Ligustrum vulgare,RichSoilSpecialist,"M=high,N=high",0.0505,0.6,FALSE
Lilium bulbiferum,RichSoilSpecialist,"M=high,N=high",0.31015,0.6,FALSE
Lilium martagon,RichSoilSpecialist,"M=high,N=high",0.02945,0.6,FALSE
Linaria alpina,RichSoilSpecialist,"M=high,N=high",0.01075,0.6,FALSE
Linaria dalmatica,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Linaria purpurea,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Linaria vulgaris,RichSoilSpecialist,"M=high,N=high",0.6296,0.6,TRUE
Lindernia dubia,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Linnaea borealis,RichSoilSpecialist,"M=high,N=high",0.0309,0.6,FALSE
Linum catharticum,RichSoilSpecialist,"M=high,N=high",0.00345,0.6,FALSE
Linum perenne,RichSoilSpecialist,"M=high,N=high",0.2192,0.6,FALSE
Linum tenuifolium,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Linum usitatissimum,RichSoilSpecialist,"M=high,N=high",0.26755,0.6,FALSE
Liriodendron tulipifera,RichSoilSpecialist,"M=high,N=high",4.5e-4,0.6,FALSE
Littorella uniflora,RichSoilSpecialist,"M=high,N=high",0.20015,0.6,FALSE
Lobelia dortmanna,RichSoilSpecialist,"M=high,N=high",0.6365,0.6,TRUE
Lolium multiflorum,RichSoilSpecialist,"M=high,N=high",0.43885,0.6,FALSE
Lolium perenne,RichSoilSpecialist,"M=high,N=high",0.49005,0.6,FALSE
Lolium rigidum,RichSoilSpecialist,"M=high,N=high",0.29615,0.6,FALSE
Lomelosia caucasica,RichSoilSpecialist,"M=high,N=high",0.5466,0.6,FALSE
Lonicera caprifolium,RichSoilSpecialist,"M=high,N=high",0.2085,0.6,FALSE
Lonicera etrusca,RichSoilSpecialist,"M=high,N=high",0.45785,0.6,FALSE
Lonicera implexa,RichSoilSpecialist,"M=high,N=high",0.4456,0.6,FALSE
Lonicera periclymenum,RichSoilSpecialist,"M=high,N=high",0.2805,0.6,FALSE
Lotus corniculatus,RichSoilSpecialist,"M=high,N=high",0.112,0.6,FALSE
Lotus pedunculatus,RichSoilSpecialist,"M=high,N=high",0.50855,0.6,FALSE
Lupinus perennis,RichSoilSpecialist,"M=high,N=high",0.3482,0.6,FALSE
Lupinus polyphyllus,RichSoilSpecialist,"M=high,N=high",0.1337,0.6,FALSE
Luzula alpinopilosa,RichSoilSpecialist,"M=high,N=high",0.5735,0.6,FALSE
Luzula campestris,RichSoilSpecialist,"M=high,N=high",0.2063,0.6,FALSE
Luzula forsteri,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Luzula multiflora,RichSoilSpecialist,"M=high,N=high",0.21015,0.6,FALSE
Luzula nivea,RichSoilSpecialist,"M=high,N=high",0.5525,0.6,FALSE
Luzula pilosa,RichSoilSpecialist,"M=high,N=high",0.4552,0.6,FALSE
Luzula spicata,RichSoilSpecialist,"M=high,N=high",0.01045,0.6,FALSE
Luzula sudetica,RichSoilSpecialist,"M=high,N=high",0.50595,0.6,FALSE
Lycopus europaeus,RichSoilSpecialist,"M=high,N=high",0.59675,0.6,FALSE
Lysimachia europaea,RichSoilSpecialist,"M=high,N=high",0.068,0.6,FALSE
Lysimachia maritima,RichSoilSpecialist,"M=high,N=high",0.0689,0.6,FALSE
Lysimachia nummularia,RichSoilSpecialist,"M=high,N=high",0.4936,0.6,FALSE
Lysimachia vulgaris,RichSoilSpecialist,"M=high,N=high",0.47845,0.6,FALSE
Lythrum salicaria,RichSoilSpecialist,"M=high,N=high",0.66205,0.6,TRUE
Maackia amurensis,RichSoilSpecialist,"M=high,N=high",0.1766,0.6,FALSE
Magnolia grandiflora,RichSoilSpecialist,"M=high,N=high",0.14635,0.6,FALSE
Maianthemum bifolium,RichSoilSpecialist,"M=high,N=high",0.11185,0.6,FALSE
Malus sylvestris,RichSoilSpecialist,"M=high,N=high",0.2489,0.6,FALSE
Malva sylvestris,RichSoilSpecialist,"M=high,N=high",0.16525,0.6,FALSE
Matthiola incana,RichSoilSpecialist,"M=high,N=high",0.4394,0.6,FALSE
Medicago lupulina,RichSoilSpecialist,"M=high,N=high",0.3008,0.6,FALSE
Medicago minima,RichSoilSpecialist,"M=high,N=high",0.1012,0.6,FALSE
Medicago sativa,RichSoilSpecialist,"M=high,N=high",0.453,0.6,FALSE
Melampyrum arvense,RichSoilSpecialist,"M=high,N=high",0.28475,0.6,FALSE
Melampyrum cristatum,RichSoilSpecialist,"M=high,N=high",0.3382,0.6,FALSE
Melampyrum pratense,RichSoilSpecialist,"M=high,N=high",0.23905,0.6,FALSE
Melampyrum sylvaticum,RichSoilSpecialist,"M=high,N=high",0.00255,0.6,FALSE
Melia azedarach,RichSoilSpecialist,"M=high,N=high",0.20175,0.6,FALSE
Melica ciliata,RichSoilSpecialist,"M=high,N=high",0.06955,0.6,FALSE
Melica nutans,RichSoilSpecialist,"M=high,N=high",0.086,0.6,FALSE
Melica uniflora,RichSoilSpecialist,"M=high,N=high",0.29985,0.6,FALSE
Melilotus officinalis,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Melittis melissophyllum,RichSoilSpecialist,"M=high,N=high",0.3259,0.6,FALSE
Mentha aquatica,RichSoilSpecialist,"M=high,N=high",0.665,0.6,TRUE
Mentha arvensis,RichSoilSpecialist,"M=high,N=high",0.6472,0.6,TRUE
Mentha longifolia,RichSoilSpecialist,"M=high,N=high",0.52015,0.6,FALSE
Menyanthes trifoliata,RichSoilSpecialist,"M=high,N=high",0.45285,0.6,FALSE
Mercurialis annua,RichSoilSpecialist,"M=high,N=high",0.3059,0.6,FALSE
Mercurialis perennis,RichSoilSpecialist,"M=high,N=high",0.3647,0.6,FALSE
Milium effusum,RichSoilSpecialist,"M=high,N=high",0.4099,0.6,FALSE
Minuartia verna,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Moehringia trinervia,RichSoilSpecialist,"M=high,N=high",0.31585,0.6,FALSE
Molinia caerulea,RichSoilSpecialist,"M=high,N=high",0.53005,0.6,FALSE
Moneses uniflora,RichSoilSpecialist,"M=high,N=high",0.13485,0.6,FALSE
Morus alba,RichSoilSpecialist,"M=high,N=high",0.23025,0.6,FALSE
Muhlenbergia schreberi,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Myosotis alpestris,RichSoilSpecialist,"M=high,N=high",0.09225,0.6,FALSE
Myosotis arvensis,RichSoilSpecialist,"M=high,N=high",0.5495,0.6,FALSE
Myosotis ramosissima,RichSoilSpecialist,"M=high,N=high",0.13395,0.6,FALSE
Myosotis scorpioides,RichSoilSpecialist,"M=high,N=high",0.6023,0.6,TRUE
Myosotis sylvatica,RichSoilSpecialist,"M=high,N=high",0.50635,0.6,FALSE
Myriophyllum spicatum,RichSoilSpecialist,"M=high,N=high",0.0156,0.6,FALSE
Myriophyllum verticillatum,RichSoilSpecialist,"M=high,N=high",0.4576,0.6,FALSE
Myrrhis odorata,RichSoilSpecialist,"M=high,N=high",0.15235,0.6,FALSE
Myrtus communis,RichSoilSpecialist,"M=high,N=high",0.01855,0.6,FALSE
Najas marina,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Narcissus poeticus,RichSoilSpecialist,"M=high,N=high",0.4284,0.6,FALSE
Narcissus pseudonarcissus,RichSoilSpecialist,"M=high,N=high",0.23085,0.6,FALSE
Nardus stricta,RichSoilSpecialist,"M=high,N=high",0.00985,0.6,FALSE
Narthecium ossifragum,RichSoilSpecialist,"M=high,N=high",0.5992,0.6,FALSE
Nasturtium officinale,RichSoilSpecialist,"M=high,N=high",7e-4,0.6,FALSE
Nelumbo nucifera,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Nerium oleander,RichSoilSpecialist,"M=high,N=high",0.3234,0.6,FALSE
Nuphar lutea,RichSoilSpecialist,"M=high,N=high",0.11515,0.6,FALSE
Nymphaea alba,RichSoilSpecialist,"M=high,N=high",0.2049,0.6,FALSE
Nymphoides peltata,RichSoilSpecialist,"M=high,N=high",0.2839,0.6,FALSE
Oenothera biennis,RichSoilSpecialist,"M=high,N=high",0.3911,0.6,FALSE
Olea europaea,RichSoilSpecialist,"M=high,N=high",0.0492,0.6,FALSE
Ononis striata,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Orchis militaris,RichSoilSpecialist,"M=high,N=high",0.0049,0.6,FALSE
Origanum vulgare,RichSoilSpecialist,"M=high,N=high",0.63045,0.6,TRUE
Orlaya grandiflora,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Ornithogalum collinum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Ornithopus compressus,RichSoilSpecialist,"M=high,N=high",0.30335,0.6,FALSE
Orthilia secunda,RichSoilSpecialist,"M=high,N=high",0.1937,0.6,FALSE
Oryza sativa,RichSoilSpecialist,"M=high,N=high",0.201,0.6,FALSE
Oxalis acetosella,RichSoilSpecialist,"M=high,N=high",0.61525,0.6,TRUE
Oxalis stricta,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Oxyria digyna,RichSoilSpecialist,"M=high,N=high",0.42375,0.6,FALSE
Panicum capillare,RichSoilSpecialist,"M=high,N=high",0.60755,0.6,TRUE
Panicum dichotomiflorum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Papaver rhoeas,RichSoilSpecialist,"M=high,N=high",0.0878,0.6,FALSE
Parentucellia viscosa,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Parietaria judaica,RichSoilSpecialist,"M=high,N=high",0.36435,0.6,FALSE
Parnassia palustris,RichSoilSpecialist,"M=high,N=high",0.088,0.6,FALSE
Paspalum dilatatum,RichSoilSpecialist,"M=high,N=high",0.4475,0.6,FALSE
Paspalum quadrifarium,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Pastinaca sativa,RichSoilSpecialist,"M=high,N=high",0.0273,0.6,FALSE
Pedicularis comosa,RichSoilSpecialist,"M=high,N=high",0.45025,0.6,FALSE
Pedicularis gyroflexa,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Pedicularis palustris,RichSoilSpecialist,"M=high,N=high",0.5011,0.6,FALSE
Pedicularis sylvatica,RichSoilSpecialist,"M=high,N=high",0.05305,0.6,FALSE
Peganum harmala,RichSoilSpecialist,"M=high,N=high",9.5e-4,0.6,FALSE
Persicaria amphibia,RichSoilSpecialist,"M=high,N=high",0.32465,0.6,FALSE
Persicaria bistorta,RichSoilSpecialist,"M=high,N=high",0.26785,0.6,FALSE
Persicaria hydropiper,RichSoilSpecialist,"M=high,N=high",0.17785,0.6,FALSE
Persicaria lapathifolia,RichSoilSpecialist,"M=high,N=high",0.2157,0.6,FALSE
Persicaria maculosa,RichSoilSpecialist,"M=high,N=high",0.47045,0.6,FALSE
Persicaria vivipara,RichSoilSpecialist,"M=high,N=high",0.1004,0.6,FALSE
Petrorhagia prolifera,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Peucedanum cervaria,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Peucedanum oreoselinum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Peucedanum ostruthium,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Phalaris arundinacea,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Phaseolus vulgaris,RichSoilSpecialist,"M=high,N=high",0.11825,0.6,FALSE
Phillyrea angustifolia,RichSoilSpecialist,"M=high,N=high",0.0332,0.6,FALSE
Phillyrea latifolia,RichSoilSpecialist,"M=high,N=high",0.1416,0.6,FALSE
Phleum alpinum,RichSoilSpecialist,"M=high,N=high",0.0593,0.6,FALSE
Phleum phleoides,RichSoilSpecialist,"M=high,N=high",0.0554,0.6,FALSE
Phleum pratense,RichSoilSpecialist,"M=high,N=high",0.53065,0.6,FALSE
Phragmites australis,RichSoilSpecialist,"M=high,N=high",0.57455,0.6,FALSE
Physoplexis comosa,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Phyteuma betonicifolium,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Phyteuma hemisphaericum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Phyteuma orbiculare,RichSoilSpecialist,"M=high,N=high",0.6888,0.6,TRUE
Phyteuma ovatum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Phyteuma scheuchzeri,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Phyteuma spicatum,RichSoilSpecialist,"M=high,N=high",0.2761,0.6,FALSE
Phytolacca americana,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Picea abies,RichSoilSpecialist,"M=high,N=high",0.8089,0.6,TRUE
Picea glauca,RichSoilSpecialist,"M=high,N=high",0.68025,0.6,TRUE
Picea mariana,RichSoilSpecialist,"M=high,N=high",0.56735,0.6,FALSE
Picea sitchensis,RichSoilSpecialist,"M=high,N=high",0.82095,0.6,TRUE
Picris hieracioides,RichSoilSpecialist,"M=high,N=high",0.3768,0.6,FALSE
Pilosella lactucella,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Pilosella officinarum,RichSoilSpecialist,"M=high,N=high",0.52275,0.6,FALSE
Pilosella piloselloides,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Pimpinella major,RichSoilSpecialist,"M=high,N=high",0.2752,0.6,FALSE
Pimpinella saxifraga,RichSoilSpecialist,"M=high,N=high",0.501,0.6,FALSE
Pinguicula vulgaris,RichSoilSpecialist,"M=high,N=high",0.37545,0.6,FALSE
Pinus banksiana,RichSoilSpecialist,"M=high,N=high",0.7978,0.6,TRUE
Pinus cembra,RichSoilSpecialist,"M=high,N=high",0.27975,0.6,FALSE
Pinus contorta,RichSoilSpecialist,"M=high,N=high",0.6752,0.6,TRUE
Pinus densiflora,RichSoilSpecialist,"M=high,N=high",0.82595,0.6,TRUE
Pinus halepensis,RichSoilSpecialist,"M=high,N=high",0.26165,0.6,FALSE
Pinus koraiensis,RichSoilSpecialist,"M=high,N=high",0.3691,0.6,FALSE
Pinus nigra,RichSoilSpecialist,"M=high,N=high",0.55145,0.6,FALSE
Pinus pinaster,RichSoilSpecialist,"M=high,N=high",0.333,0.6,FALSE
Pinus pinea,RichSoilSpecialist,"M=high,N=high",0.1451,0.6,FALSE
Pinus ponderosa,RichSoilSpecialist,"M=high,N=high",0.793,0.6,TRUE
Pinus radiata,RichSoilSpecialist,"M=high,N=high",0.6183,0.6,TRUE
Pinus strobus,RichSoilSpecialist,"M=high,N=high",0.63665,0.6,TRUE
Pinus sylvestris,RichSoilSpecialist,"M=high,N=high",0.6511,0.6,TRUE
Pinus uncinata,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Pistacia lentiscus,RichSoilSpecialist,"M=high,N=high",0.0288,0.6,FALSE
Pistacia terebinthus,RichSoilSpecialist,"M=high,N=high",0.25055,0.6,FALSE
Plantago albicans,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Plantago atrata,RichSoilSpecialist,"M=high,N=high",0.08355,0.6,FALSE
Plantago coronopus,RichSoilSpecialist,"M=high,N=high",0.14455,0.6,FALSE
Plantago lanceolata,RichSoilSpecialist,"M=high,N=high",0.32175,0.6,FALSE
Plantago major,RichSoilSpecialist,"M=high,N=high",0.6367,0.6,TRUE
Plantago maritima,RichSoilSpecialist,"M=high,N=high",0.14295,0.6,FALSE
Plantago media,RichSoilSpecialist,"M=high,N=high",0.6669,0.6,TRUE
Platanthera bifolia,RichSoilSpecialist,"M=high,N=high",0.0303,0.6,FALSE
Platanus occidentalis,RichSoilSpecialist,"M=high,N=high",0.00155,0.6,FALSE
Platycladus orientalis,RichSoilSpecialist,"M=high,N=high",0.0243,0.6,FALSE
Poa alpina,RichSoilSpecialist,"M=high,N=high",0.03695,0.6,FALSE
Poa angustifolia,RichSoilSpecialist,"M=high,N=high",0.4374,0.6,FALSE
Poa annua,RichSoilSpecialist,"M=high,N=high",0.38415,0.6,FALSE
Poa bulbosa,RichSoilSpecialist,"M=high,N=high",0.06535,0.6,FALSE
Poa compressa,RichSoilSpecialist,"M=high,N=high",0.19435,0.6,FALSE
Poa glauca,RichSoilSpecialist,"M=high,N=high",0.2218,0.6,FALSE
Poa nemoralis,RichSoilSpecialist,"M=high,N=high",0.17855,0.6,FALSE
Poa pratensis,RichSoilSpecialist,"M=high,N=high",0.576,0.6,FALSE
Poa supina,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Poa trivialis,RichSoilSpecialist,"M=high,N=high",0.6109,0.6,TRUE
Polygala vulgaris,RichSoilSpecialist,"M=high,N=high",0.0271,0.6,FALSE
Polygonatum multiflorum,RichSoilSpecialist,"M=high,N=high",0.1848,0.6,FALSE
Polygonatum odoratum,RichSoilSpecialist,"M=high,N=high",0.2759,0.6,FALSE
Polygonatum verticillatum,RichSoilSpecialist,"M=high,N=high",0.1544,0.6,FALSE
Polygonum aviculare,RichSoilSpecialist,"M=high,N=high",0.0763,0.6,FALSE
Polygonum rurivagum,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Pontederia cordata,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Populus alba,RichSoilSpecialist,"M=high,N=high",0.01495,0.6,FALSE
Populus balsamifera,RichSoilSpecialist,"M=high,N=high",0.0272,0.6,FALSE
Populus deltoides,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Populus nigra,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Populus tremula,RichSoilSpecialist,"M=high,N=high",0.035,0.6,FALSE
Populus tremuloides,RichSoilSpecialist,"M=high,N=high",0.0254,0.6,FALSE
Portulaca oleracea,RichSoilSpecialist,"M=high,N=high",0.1629,0.6,FALSE
Potamogeton alpinus,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Potamogeton berchtoldii,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Potamogeton crispus,RichSoilSpecialist,"M=high,N=high",1e-4,0.6,FALSE
Potamogeton lucens,RichSoilSpecialist,"M=high,N=high",0.00145,0.6,FALSE
Potamogeton natans,RichSoilSpecialist,"M=high,N=high",0.295,0.6,FALSE
Potamogeton nodosus,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Potamogeton perfoliatus,RichSoilSpecialist,"M=high,N=high",0.20065,0.6,FALSE
Potentilla alba,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Potentilla aurea,RichSoilSpecialist,"M=high,N=high",0.2831,0.6,FALSE
Potentilla crantzii,RichSoilSpecialist,"M=high,N=high",0.01695,0.6,FALSE
Potentilla erecta,RichSoilSpecialist,"M=high,N=high",0.0219,0.6,FALSE
Potentilla norvegica,RichSoilSpecialist,"M=high,N=high",0.6235,0.6,TRUE
Potentilla reptans,RichSoilSpecialist,"M=high,N=high",0.4378,0.6,FALSE
Prenanthes purpurea,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Primula auricula,RichSoilSpecialist,"M=high,N=high",0.5518,0.6,FALSE
Primula elatior,RichSoilSpecialist,"M=high,N=high",0.56125,0.6,FALSE
Primula farinosa,RichSoilSpecialist,"M=high,N=high",0.393,0.6,FALSE
Primula glaucescens,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Primula hirsuta,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Primula veris,RichSoilSpecialist,"M=high,N=high",0.40075,0.6,FALSE
Prunella grandiflora,RichSoilSpecialist,"M=high,N=high",0.18585,0.6,FALSE
Prunella laciniata,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Prunella vulgaris,RichSoilSpecialist,"M=high,N=high",0.41635,0.6,FALSE
Prunus armeniaca,RichSoilSpecialist,"M=high,N=high",0.0396,0.6,FALSE
Prunus avium,RichSoilSpecialist,"M=high,N=high",0.17555,0.6,FALSE
Prunus cerasifera,RichSoilSpecialist,"M=high,N=high",0.04275,0.6,FALSE
Prunus lusitanica,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
Prunus mahaleb,RichSoilSpecialist,"M=high,N=high",0.0306,0.6,FALSE
Prunus padus,RichSoilSpecialist,"M=high,N=high",0.1822,0.6,FALSE
Prunus pensylvanica,RichSoilSpecialist,"M=high,N=high",0.1333,0.6,FALSE
Prunus persica,RichSoilSpecialist,"M=high,N=high",0.06355,0.6,FALSE
Prunus serotina,RichSoilSpecialist,"M=high,N=high",0.18635,0.6,FALSE
Prunus spinosa,RichSoilSpecialist,"M=high,N=high",0.0287,0.6,FALSE
Pseudotsuga menziesii,RichSoilSpecialist,"M=high,N=high",0.6882,0.6,TRUE
Puccinellia distans,RichSoilSpecialist,"M=high,N=high",0.41765,0.6,FALSE
Pueraria montana var. lobata,RichSoilSpecialist,"M=high,N=high",0,0.6,FALSE
